timestamp,asset,open,high,low,close,volume
2026-08-10 09:30:00,ALFA,125.0,125.235565,124.9699,125.156994,3150
2026-08-10 09:31:00,ALFA,125.156994,125.234908,125.062135,125.130881,4149
2026-08-10 09:32:00,ALFA,125.130881,125.151117,125.00266,125.011157,2450
2026-08-10 09:33:00,ALFA,125.011157,125.122126,124.960217,125.065662,1562
2026-08-10 09:34:00,ALFA,125.065662,125.19234,125.058709,125.098289,4733
2026-08-10 09:35:00,ALFA,125.098289,125.176484,124.949564,125.045073,3801
2026-08-10 09:36:00,ALFA,125.045073,125.053276,125.009405,125.030065,3802
2026-08-10 09:37:00,ALFA,125.030065,125.15925,124.950535,125.072305,2580
2026-08-10 09:38:00,ALFA,125.072305,125.150358,124.975009,124.977197,4458
2026-08-10 09:39:00,ALFA,124.977197,125.022097,124.910118,124.992028,1963
2026-08-10 09:40:00,ALFA,124.992028,125.068989,124.79451,124.862695,1762
2026-08-10 09:41:00,ALFA,124.862695,124.883121,124.799951,124.817009,2846
2026-08-10 09:42:00,ALFA,124.817009,124.886315,124.774163,124.879801,1220
2026-08-10 09:43:00,ALFA,124.879801,124.887155,124.612832,124.69161,154
2026-08-10 09:44:00,ALFA,124.69161,124.74778,124.68879,124.691543,217
2026-08-10 09:45:00,ALFA,124.691543,124.84281,124.607048,124.759572,404
2026-08-10 09:46:00,ALFA,124.759572,124.863859,124.730865,124.783206,4707
2026-08-10 09:47:00,ALFA,124.783206,124.790803,124.687204,124.77592,3032
2026-08-10 09:48:00,ALFA,124.77592,124.849198,124.727938,124.807595,4203
2026-08-10 09:49:00,ALFA,124.807595,124.852313,124.722482,124.785099,4285
2026-08-10 09:50:00,ALFA,124.785099,124.895856,124.783201,124.859081,116
2026-08-10 09:51:00,ALFA,124.859081,124.930241,124.72924,124.737833,4870
2026-08-10 09:52:00,ALFA,124.737833,124.848178,124.725305,124.8358,2961
2026-08-10 09:53:00,ALFA,124.8358,124.868771,124.764429,124.776316,1739
2026-08-10 09:54:00,ALFA,124.776316,124.822901,124.687502,124.749878,4348
2026-08-10 09:55:00,ALFA,124.749878,124.7728,124.694978,124.744856,4409
2026-08-10 09:56:00,ALFA,124.744856,124.805259,124.686862,124.789874,2344
2026-08-10 09:57:00,ALFA,124.789874,124.803854,124.496479,124.55819,426
2026-08-10 09:58:00,ALFA,124.55819,124.679301,124.527282,124.643902,325
2026-08-10 09:59:00,ALFA,124.643902,124.739849,124.635701,124.714964,958
2026-08-10 10:00:00,ALFA,124.714964,124.735214,124.626632,124.684299,3447
2026-08-10 10:01:00,ALFA,124.684299,124.697408,124.578137,124.594669,4033
2026-08-10 10:02:00,ALFA,124.594669,124.629555,124.42831,124.451415,2495
2026-08-10 10:03:00,ALFA,124.451415,124.54966,124.308246,124.399007,4402
2026-08-10 10:04:00,ALFA,124.399007,124.500905,124.333557,124.451162,3751
2026-08-10 10:05:00,ALFA,124.451162,124.536901,124.359813,124.411953,4162
2026-08-10 10:06:00,ALFA,124.411953,124.415019,124.268793,124.337139,3073
2026-08-10 10:07:00,ALFA,124.337139,124.446738,124.244398,124.352987,109
2026-08-10 10:08:00,ALFA,124.352987,124.445093,124.301605,124.378842,185
2026-08-10 10:09:00,ALFA,124.378842,124.395378,124.221455,124.27056,1273
2026-08-10 10:10:00,ALFA,124.27056,124.321231,124.261012,124.263297,1451
2026-08-10 10:11:00,ALFA,124.263297,124.399146,124.215052,124.366585,1710
2026-08-10 10:12:00,ALFA,124.366585,124.520993,124.319055,124.436384,1867
2026-08-10 10:13:00,ALFA,124.436384,124.496583,124.358629,124.40878,322
2026-08-10 10:14:00,ALFA,124.40878,124.435662,124.285037,124.344534,3357
2026-08-10 10:15:00,ALFA,124.344534,124.508693,124.332857,124.496071,3749
2026-08-10 10:16:00,ALFA,124.496071,124.592862,124.431588,124.546535,1155
2026-08-10 10:17:00,ALFA,124.546535,124.816213,124.536047,124.723344,940
2026-08-10 10:18:00,ALFA,124.723344,124.914056,124.655696,124.884634,4266
2026-08-10 10:19:00,ALFA,124.884634,124.946019,124.870667,124.888522,3330
2026-08-10 10:20:00,ALFA,124.888522,124.920076,124.770025,124.846982,1568
2026-08-10 10:21:00,ALFA,124.846982,124.918821,124.812079,124.836559,3882
2026-08-10 10:22:00,ALFA,124.836559,124.881084,124.789534,124.838148,3499
2026-08-10 10:23:00,ALFA,124.838148,124.865256,124.741561,124.833976,495
2026-08-10 10:24:00,ALFA,124.833976,124.837183,124.742285,124.835679,4223
2026-08-10 10:25:00,ALFA,124.835679,124.97911,124.743162,124.884449,2242
2026-08-10 10:26:00,ALFA,124.884449,125.003093,124.862713,124.947875,3062
2026-08-10 10:27:00,ALFA,124.947875,125.104571,124.864253,125.038713,2125
2026-08-10 10:28:00,ALFA,125.038713,125.062143,124.976903,125.057171,4352
2026-08-10 10:29:00,ALFA,125.057171,125.168462,125.008005,125.075454,1520
2026-08-10 10:30:00,ALFA,125.075454,125.245026,125.06251,125.24221,4459
2026-08-10 10:31:00,ALFA,125.24221,125.325824,125.063449,125.103195,4166
2026-08-10 10:32:00,ALFA,125.103195,125.172585,125.087918,125.126448,574
2026-08-10 10:33:00,ALFA,125.126448,125.189097,125.050058,125.183032,1886
2026-08-10 10:34:00,ALFA,125.183032,125.244481,125.028668,125.032049,401
2026-08-10 10:35:00,ALFA,125.032049,125.078347,124.939668,125.074934,870
2026-08-10 10:36:00,ALFA,125.074934,125.224398,125.02177,125.221136,1429
2026-08-10 10:37:00,ALFA,125.221136,125.285215,125.130715,125.274808,4339
2026-08-10 10:38:00,ALFA,125.274808,125.325713,125.235141,125.24686,1590
2026-08-10 10:39:00,ALFA,125.24686,125.287272,125.091899,125.180837,2779
2026-08-10 10:40:00,ALFA,125.180837,125.204003,125.026678,125.077232,2148
2026-08-10 10:41:00,ALFA,125.077232,125.146617,124.980385,125.097292,4932
2026-08-10 10:42:00,ALFA,125.097292,125.116215,124.848825,124.89164,678
2026-08-10 10:43:00,ALFA,124.89164,124.965583,124.864457,124.936796,2748
2026-08-10 10:44:00,ALFA,124.936796,125.010392,124.916676,124.970102,4680
2026-08-10 10:45:00,ALFA,124.970102,125.037002,124.889394,124.935453,2246
2026-08-10 10:46:00,ALFA,124.935453,124.940738,124.824729,124.850777,1050
2026-08-10 10:47:00,ALFA,124.850777,124.887788,124.772695,124.853811,2067
2026-08-10 10:48:00,ALFA,124.853811,125.079665,124.851752,124.98044,3913
2026-08-10 10:49:00,ALFA,124.98044,125.072342,124.906595,124.975087,2691
2026-08-10 10:50:00,ALFA,124.975087,124.992389,124.756025,124.788849,1139
2026-08-10 10:51:00,ALFA,124.788849,124.811346,124.753302,124.786257,1725
2026-08-10 10:52:00,ALFA,124.786257,124.822882,124.639129,124.689857,2249
2026-08-10 10:53:00,ALFA,124.689857,124.795638,124.590635,124.722865,723
2026-08-10 10:54:00,ALFA,124.722865,124.801874,124.667921,124.674793,3497
2026-08-10 10:55:00,ALFA,124.674793,124.759935,124.670707,124.671255,4337
2026-08-10 10:56:00,ALFA,124.671255,124.698078,124.590663,124.672456,4375
2026-08-10 10:57:00,ALFA,124.672456,124.799763,124.623033,124.770962,1082
2026-08-10 10:58:00,ALFA,124.770962,124.812951,124.732874,124.743072,2565
2026-08-10 10:59:00,ALFA,124.743072,124.910141,124.660867,124.817689,3270
2026-08-10 11:00:00,ALFA,124.817689,124.84236,124.701365,124.732964,1707
2026-08-10 11:01:00,ALFA,124.732964,124.751293,124.661844,124.735499,1844
2026-08-10 11:02:00,ALFA,124.735499,124.782298,124.732621,124.777607,4915
2026-08-10 11:03:00,ALFA,124.777607,124.814234,124.766388,124.800681,4023
2026-08-10 11:04:00,ALFA,124.800681,125.086786,124.743689,124.992409,2435
2026-08-10 11:05:00,ALFA,124.992409,125.210028,124.948031,125.111387,1324
2026-08-10 11:06:00,ALFA,125.111387,125.163612,125.08232,125.106672,1537
2026-08-10 11:07:00,ALFA,125.106672,125.115979,125.035882,125.041122,821
2026-08-10 11:08:00,ALFA,125.041122,125.054793,124.949248,125.049672,1177
2026-08-10 11:09:00,ALFA,125.049672,125.128991,125.038879,125.050243,4923
2026-08-10 11:10:00,ALFA,125.050243,125.076447,124.958565,125.009585,1454
2026-08-10 11:11:00,ALFA,125.009585,125.206709,124.976794,125.134822,1995
2026-08-10 11:12:00,ALFA,125.134822,125.218383,124.929482,124.975957,3621
2026-08-10 11:13:00,ALFA,124.975957,125.097356,124.944528,125.014341,2809
2026-08-10 11:14:00,ALFA,125.014341,125.104991,124.963761,125.018212,2342
2026-08-10 11:15:00,ALFA,125.018212,125.063248,124.959804,124.969484,375
